1.090500405160134412e-01,3.408507971194923436e-01
1.296902997843101812e-01,3.784190893650604126e-01
1.537355523440042948e-01,4.187246606090892498e-01
1.812644671541235875e-01,4.604306632913225394e-01
2.122657947811717460e-01,5.019925203786193002e-01
2.466177745742503535e-01,5.417527189805708687e-01
2.840881346650588890e-01,5.779408103495006221e-01
3.243340919678947554e-01,6.086734098804640336e-01
3.669986743057624401e-01,6.320751443972643102e-01
4.114258241635169178e-01,6.462931121647318422e-01
4.567132634735125429e-01,6.494248425832503946e-01
5.019442672930353178e-01,6.400319174979233194e-01
5.461877172028350991e-01,6.171565463217860703e-01
5.884981013071255429e-01,5.803215660358067574e-01
6.279155142335842710e-01,5.295304411888857032e-01
6.634656571333528152e-01,4.653198121130203702e-01
6.941598376810362847e-01,3.888659090418351560e-01
7.189949868788313436e-01,3.018019822191435608e-01
7.371455114425212729e-01,2.062016497232068701e-01
7.481907587934335524e-01,1.045795116995106300e-01
7.518714974463190925e-01,-1.088496392351867570e-04
7.481146022423923458e-01,-1.046289595347459078e-01
7.370330543493319730e-01,-2.061452375356517264e-01
7.189259412612805100e-01,-3.017483786084230180e-01
6.942784567988440347e-01,-3.888969082924078058e-01
6.637619011090928334e-01,-4.654730309688826506e-01
6.282336806655609562e-01,-5.297826298610519569e-01
5.887273605433749335e-01,-5.805870907414364401e-01
5.463090225217712703e-01,-6.173873007396667445e-01
5.020042153340001923e-01,-6.402427669396009158e-01
4.567885684304762162e-01,-6.496621119916129450e-01
4.115820457492418427e-01,-6.466119343879259684e-01
3.672489457159675008e-01,-6.325168084626119347e-01
3.245979012439516032e-01,-6.091821789464173520e-01
2.843397996302867159e-01,-5.784609331905208318e-01
2.468976855273172788e-01,-5.422591999130190743e-01
2.125493217013363356e-01,-5.024319925012546983e-01
1.814987285148985663e-01,-4.607759821389732502e-01
1.538761030971872446e-01,-4.190294978063228148e-01
1.297378193440141547e-01,-3.787517986672297998e-01
1.090647798320700107e-01,-3.411457844593823729e-01
